City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
63,Point Pedro,LK,78.44,overcast clouds,9.8167,80.2333,Gtr homes
65,Kapaa,US,79.12,clear sky,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
71,Luanda,AO,75.65,overcast clouds,-8.8368,13.2343,Hotel Fórum
72,Georgetown,MY,80.89,few clouds,5.4112,100.3354,Cititel Penang
74,Ormara,PK,70.57,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
79,Bulungu,CD,69.66,overcast clouds,-4.55,18.6,
81,Manokwari,ID,83.16,light rain,-0.8667,134.0833,Swiss Belhotel Manokwari
82,Santa Maria,BR,72.7,clear sky,-29.6842,-53.8069,Hotel Morotin
86,Vaini,TO,78.96,light rain,-21.2,-175.2,Keleti Beach Resort
88,Ixtapa,MX,72.63,few clouds,20.7,-105.2,Hotel Plaza Providencia
97,Carutapera,BR,75.49,overcast clouds,-1.195,-46.02,Lidera
98,Sao Miguel Do Araguaia,BR,74.8,heavy intensity rain,-13.275,-50.1628,Hotel Executivo Palace
99,Sibu,MY,80.91,few clouds,2.3,111.8167,RH HOTEL (4 Star)
105,Bandarbeyla,SO,73.35,clear sky,9.4942,50.8122,JABIR HOTEL
106,Cidreira,BR,74.61,overcast clouds,-30.1811,-50.2056,Hotel Castelo
112,Dingle,PH,81.64,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
115,Bredasdorp,ZA,67.28,scattered clouds,-34.5322,20.0403,Bredasdorp Country Manor
116,Bambous Virieux,MU,79.21,scattered clouds,-20.3428,57.7575,Casa Tia Villa
117,Thinadhoo,MV,81.72,clear sky,0.5333,72.9333,
118,Bubaque,GW,77.85,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
119,Uvira,CD,70.41,overcast clouds,-3.4067,29.1458,Hotel Suzana
120,Souillac,MU,79.36,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
122,Port Lincoln,AU,78.89,clear sky,-34.7333,135.8667,Port Lincoln Hotel
123,Gigmoto,PH,79.29,scattered clouds,13.7796,124.39,Cj's Travellers Inn
124,Vila Velha,BR,76.95,clear sky,-20.3297,-40.2925,Quality Suites Vila Velha
132,Arraial Do Cabo,BR,76.62,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
134,Avarua,CK,82.45,broken clouds,-21.2078,-159.775,Paradise Inn
137,Praia,CV,70.34,clear sky,14.9215,-23.5087,LT Aparthotel
139,Bathsheba,BB,79.41,few clouds,13.2167,-59.5167,Atlantis Hotel
144,Cabo San Lucas,MX,67.3,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
145,Tabou,CI,78.96,light rain,4.423,-7.3528,hotêl doufoulougou
146,Mahibadhoo,MV,81.14,scattered clouds,3.7833,72.9667,Omadhoo Inn
147,Esperance,AU,85.84,clear sky,-33.8667,121.9,Hospitality Esperance
148,Buala,SB,85.78,light rain,-8.145,159.5921,Maringe Lagoon Lodge
149,Paraiso,CR,67.06,few clouds,9.8383,-83.8656,Hotel Rinconcito Verde
151,Tonantins,BR,70.65,overcast clouds,-2.8731,-67.8022,Hotel Rei Davi
152,Kavieng,PG,83.89,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
157,Bangassou,CF,66.2,overcast clouds,4.7413,22.8184,
159,Port Hedland,AU,89.65,scattered clouds,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
160,Bengkulu,ID,74.35,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
161,Kaputa,ZM,66.61,overcast clouds,-8.4689,29.6619,Chelelwa Charlets
164,Sao Lourenco Do Sul,BR,71.89,few clouds,-31.3653,-51.9783,Hotel Pousada Verde Água
165,Pangoa,PE,69.01,overcast clouds,-12.1167,-73.0,
166,Bislig,PH,78.67,few clouds,8.2167,126.2833,Paper Country Inn
167,Damara,CF,67.42,overcast clouds,4.9608,18.7035,
169,Sechura,PE,71.65,few clouds,-5.5569,-80.8222,Hospedaje Costa Bella
172,Kahului,US,82.42,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
173,Ballina,AU,75.38,scattered clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
174,Aguimes,ES,65.66,clear sky,27.9054,-15.4461,Hotel Villa de Aguimes
175,Butaritari,KI,82.78,overcast clouds,3.0707,172.7902,Isles Sunset Lodge
177,Honiara,SB,87.21,overcast clouds,-9.4333,159.95,Heritage Park Hotel
178,Kotido,UG,69.67,overcast clouds,2.9806,34.1331,Loware Joseph Mukasa's Residence
180,Kandrian,PG,89.87,overcast clouds,-6.2167,149.55,Kandrian Station
184,Kieta,PG,87.44,few clouds,-6.2167,155.6333,Uruna Bay Retreat
186,Alofi,NU,78.69,overcast clouds,-19.0595,-169.9187,Taloa Heights
187,Hervey Bay,AU,80.04,scattered clouds,-25.2986,152.8535,Shelly Bay Resort
193,Hilo,US,78.53,broken clouds,19.7297,-155.09,Hilo Hawaiian Hotel
196,San Matias,BO,75.87,few clouds,-16.3667,-58.4,"HOTEL ""SAN JOSE"""
199,Saldanha,ZA,68.05,broken clouds,-33.0117,17.9442,Blue Bay Lodge
200,Lorengau,PG,84.31,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
201,Galesong,ID,82.42,overcast clouds,-5.3166,119.3661,Sapriadi Appy
206,Namibe,AO,72.23,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
211,Palu,ID,88.57,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
214,Airai,TL,73.17,broken clouds,-8.9266,125.4092,
218,Dakar,SN,69.93,clear sky,14.6937,-17.4441,Redface Studios Meublés
220,Puerto Maldonado,PE,72.59,overcast clouds,-12.6,-69.1833,Wasai Hotel
221,Tanete,ID,79.65,overcast clouds,-3.9443,119.7848,Wisma Tri Multi
222,Sao Filipe,CV,73.08,clear sky,14.8961,-24.4956,Hotel Xaguate
224,Auki,SB,83.39,broken clouds,-8.7676,160.7034,Auki Motel
225,Kumphawapi,TH,73.89,overcast clouds,17.1087,103.0149,ลีลาวดี รีสอร์ท
226,Pochutla,MX,71.33,clear sky,15.7432,-96.4661,Hotel Posada San Jose
227,Panaba,MX,69.24,overcast clouds,21.2833,-88.2667,Hotel California
230,Pisco,PE,68.05,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
233,Sambava,MG,74.34,broken clouds,-14.2667,50.1667,Melrose
238,Ponta Do Sol,PT,68.13,scattered clouds,32.6667,-17.1,Hotel do Campo
240,Lufilufi,WS,85.78,light rain,-13.8745,-171.5986,Leuaina Beach Resort and Spa
241,Aripuana,BR,72.09,broken clouds,-9.1667,-60.6333,
242,Sinnamary,GF,76.5,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
243,Meiktila,MM,70.07,clear sky,20.8667,95.8667,The Floral Breeze Wunzin Hotel
245,Broken Hill,AU,78.51,scattered clouds,-31.95,141.4333,Royal Exchange Hotel
249,East London,ZA,69.69,light rain,-33.0153,27.9116,Tu Casa
251,Mount Isa,AU,91.17,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
252,Port Augusta,AU,89.71,overcast clouds,-32.5,137.7667,Majestic Oasis Apartments
254,Colesberg,ZA,65.1,clear sky,-30.72,25.0972,Bhelekazi Guesthouse
255,Sal Rei,CV,68.56,clear sky,16.1833,-22.9167,Marine Club Beach Resort
256,Praya,CV,70.34,clear sky,14.9215,-23.5087,LT Aparthotel
260,Beruwala,LK,77.79,overcast clouds,6.4788,79.9828,The Palms Hotel
268,Illapel,CL,70.52,clear sky,-31.6308,-71.1653,Hotel Londres
270,Cockburn Town,TC,75.16,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
271,Boca Do Acre,BR,71.89,overcast clouds,-8.7522,-67.3978,Hotel Sao Pedro
272,Zwedru,LR,72.61,few clouds,6.0667,-8.1281,Elijah Worjloh
273,Banda Aceh,ID,79.41,overcast clouds,5.5577,95.3222,Sulthan Hotel International
274,Mahanoro,MG,80.46,overcast clouds,-19.9,48.8,BUNGALOW MAHAMANINA
275,Tecoanapa,MX,77.54,clear sky,16.5167,-98.75,Hotel Manglares
283,Gouyave,GD,77.77,scattered clouds,12.1646,-61.7296,Rumboat Retreat
290,Kimbe,PG,87.85,light rain,-5.5502,150.1429,Kimbe Bay Hotel
291,Pangkalanbuun,ID,86.02,light rain,-2.6833,111.6167,Grand Kecubung Hotel
295,Yataity,PY,70.66,overcast clouds,-26.3667,-56.0667,
297,Oistins,BB,78.89,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
298,Paracuru,BR,82.11,few clouds,-3.41,-39.0306,Hotel Vento Brasil
299,Inhambane,MZ,76.68,light rain,-23.865,35.3833,Oceano
302,Uberaba,BR,75.78,thunderstorm,-19.7483,-47.9319,Tamareiras Park Hotel
310,Ures,MX,68.07,clear sky,29.4333,-110.4,Hacienda Quinta Napoles
311,Issia,CI,75.63,overcast clouds,6.4922,-6.5856,Résidence Hôtel Ange Anaé
313,Buritizeiro,BR,70.5,overcast clouds,-17.3511,-44.9622,Santos Palace Hotel
317,Rantauprapat,ID,76.89,overcast clouds,2.1,99.8333,Permata Land Hotel & Resort
318,Yulara,AU,84.04,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
319,Niono,ML,67.01,clear sky,14.2526,-5.993,Hôtel Campement
320,Matadi,CD,73.6,light rain,-5.8167,13.45,Hotel Vivi Palace
321,Katobu,ID,85.87,broken clouds,-4.9408,122.5276,La Ode Husein
332,Alice Springs,AU,80.15,clear sky,-23.7,133.8833,Desert Palms Alice Springs
335,Ulladulla,AU,73.87,few clouds,-35.35,150.4667,Sandpiper Motel
339,Monte Azul Paulista,BR,70.21,heavy intensity rain,-20.9072,-48.6414,Tonelli Hotel
346,Gamba,GA,76.39,overcast clouds,-2.65,10.0,
350,Dharmavaram,IN,69.64,broken clouds,14.4333,77.7167,BALAJI LODGE
352,Pringsewu,ID,73.67,overcast clouds,-5.3582,104.9744,Urban Style by Front One
354,Sabancuy,MX,72.16,overcast clouds,18.9667,-91.1833,pulpo
355,Mount Gambier,AU,85.91,scattered clouds,-37.8333,140.7667,The Commodore
356,Sibiti,CG,69.1,overcast clouds,-3.6819,13.3499,"LE PAPYRUS (hôtel, bar et restaurant)"
358,Harper,LR,78.98,light rain,4.375,-7.7169,Screensaver
362,Langsa,ID,79.99,broken clouds,4.4683,97.9683,OYO 2964 Hotel Ridho
369,Acarau,BR,78.01,clear sky,-2.8856,-40.12,castelo pizzaria
373,Jacqueville,CI,82.31,moderate rain,5.2052,-4.4146,Hotel Le Martin Pecheur
375,Teofilo Otoni,BR,69.64,overcast clouds,-17.8575,-41.5053,Hotel Nobre Palace
377,Saint-Georges,GD,78.48,scattered clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
379,Promissao,BR,73.33,moderate rain,-21.5367,-49.8581,Recanto Monte Cristo
381,Flinders,AU,74.21,broken clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
384,Ahuimanu,US,83.91,few clouds,21.4447,-157.8378,Paradise Bay Resort
385,Karratha,AU,91.02,scattered clouds,-20.7377,116.8463,ibis Styles Karratha
386,Burnie,AU,66.94,scattered clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
387,San Andres,CO,80.62,few clouds,12.5847,-81.7006,Hotel Arena Blanca
388,Muana,BR,74.71,moderate rain,-1.5283,-49.2167,Pousada Bella do Marajó
389,Hualmay,PE,70.03,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
390,Puerto Escondido,MX,75.07,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
392,Tautira,PF,86.02,moderate rain,-17.7333,-149.15,Pension Oaoa
393,Salta,AR,70.39,broken clouds,-24.7859,-65.4117,Hotel Alejandro I
394,Axim,GH,78.48,clear sky,4.8699,-2.2405,Axim Beach Resort And Spa
395,Padang,ID,75.25,light rain,-0.9492,100.3543,Mercure Padang
396,Port Blair,IN,82.44,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
400,Tevaitoa,PF,80.87,light rain,-16.7833,-151.5,Hôtel Raiatea Lodge
401,Kawalu,ID,80.71,broken clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
402,Antalaha,MG,76.28,overcast clouds,-14.9003,50.2788,Hotel Vitasoa
406,Grand Gaube,MU,79.38,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
407,Acapulco,MX,80.42,clear sky,16.8634,-99.8901,HS Hotsson Smart Acapulco
410,Labuhan,ID,82.49,broken clouds,-6.8844,112.2051,DoubleFAG
413,Regente Feijo,BR,74.48,moderate rain,-22.2214,-51.3028,Hotel Ramos
416,Kerema,PG,87.31,overcast clouds,-7.9631,145.7785,Frena Lodge
419,Yanam,IN,70.2,few clouds,16.7333,82.2167,The Regency Hotel
420,Kruisfontein,ZA,66.88,few clouds,-34.0033,24.7314,Oyster Bay House Rental
423,Sao Felix Do Xingu,BR,72.37,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
425,Vanimo,PG,85.48,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
434,Faanui,PF,80.87,light rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
439,Riberalta,BO,72.64,overcast clouds,-10.9833,-66.1,Hotel Colonial
442,Vao,NC,80.87,few clouds,-22.6667,167.4833,Hotel Kou-Bugny
443,Kasongo-Lunda,CD,68.63,overcast clouds,-6.4667,16.8167,
444,Joao Pinheiro,BR,67.59,overcast clouds,-17.7425,-46.1725,Hotel Santos
445,Quelimane,MZ,76.95,scattered clouds,-17.8786,36.8883,Hotel Flamingo
446,Makakilo City,US,82.72,overcast clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
452,Panama City,PA,80.55,clear sky,8.9936,-79.5197,Riande Urban Hotel
454,Meulaboh,ID,78.76,overcast clouds,4.1363,96.1285,Kost Pria
458,Kavaratti,IN,77.95,clear sky,10.5669,72.642,Hotels in Lakshadweep Islands
462,Port Keats,AU,79.7,light rain,-14.25,129.55,TDC Village (Hundred Man Camp)
463,Dargaville,NZ,77.14,light rain,-35.9333,173.8833,Parkview Motel
469,Moerai,PF,80.2,overcast clouds,-22.4333,-151.3333,Le Manotel
473,Mahina,PF,85.77,light rain,-17.5065,-149.489,Guest Beach Bungalow Tahiti
474,Kloulklubed,PW,81.88,broken clouds,7.0419,134.2556,Storyboard Beach Resort
475,Olinda,BR,82.13,clear sky,-8.0089,-34.8553,Hotel Albergue de Olinda
476,Atambua,ID,81.79,scattered clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
477,Chauk,MM,70.09,few clouds,20.8833,94.8167,Bo Khin Guest House
479,Nhulunbuy,AU,86.61,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
480,Buta,CD,66.02,overcast clouds,2.7858,24.73,HOTEL BISO NA BISO
486,Cabedelo,BR,79.47,broken clouds,-6.9811,-34.8339,Hotel Pigalle
488,Ondjiva,AO,65.55,overcast clouds,-17.0667,15.7333,COMBUESA
491,Eyl,SO,70.39,few clouds,7.9803,49.8164,Amiin Hotel
492,Sao Miguel,BR,81.37,broken clouds,-5.4667,-35.3667,CEJ - Centro Escoteiro da Juventude
493,Buchanan,LR,79.25,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
497,Muisne,EC,76.15,overcast clouds,0.6,-80.0333,Quinta Samay
499,Wawa,NG,72.7,clear sky,9.9022,4.4192,
500,Chikwawa,MW,70.03,few clouds,-16.0335,34.8009,Thawale Lodge
503,Port Macquarie,AU,73.36,light rain,-31.4333,152.9167,Rydges Port Macquarie
505,Okitipupa,NG,71.26,clear sky,6.5047,4.7839,Coastal Hotel & Suites
506,Mount Hagen,PG,76.24,overcast clouds,-5.8581,144.2274,Highlander Hotel & Apartments
507,Luwuk,ID,85.51,broken clouds,-0.9516,122.7875,Hotel Santika Luwuk
511,Sao Francisco De Paula,BR,65.48,overcast clouds,-29.4481,-50.5836,Hotel Village da Serra
512,Chachoengsao,TH,84.97,broken clouds,13.6167,101.4167,บ้านเจ๊น้อยห้วยหิน
514,Geraldton,AU,77.41,overcast clouds,-28.7667,114.6,Broadwater Mariner Resort
516,Hobyo,SO,74.8,clear sky,5.3505,48.5268,Halane Hotel and Restaurent
517,Te Anau,NZ,65.19,clear sky,-45.4167,167.7167,Kingsgate Hotel Te Anau
521,Santa Ines,BR,73.2,overcast clouds,-3.6667,-45.38,Palace hotel
527,Coahuayana,MX,69.8,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
530,Yambio,SS,66.02,overcast clouds,4.5721,28.3955,Naivasha Hotel
531,Vieques,PR,73.99,light rain,18.425,-65.8329,"The St. Regis Bahia Beach Resort, Puerto Rico"
533,Omboue,GA,76.21,clear sky,-1.5746,9.2618,Hotel Olako
534,Boyolangu,ID,83.86,few clouds,-8.1181,111.8935,Yos ega cv
536,Tomatlan,MX,68.9,overcast clouds,19.9333,-105.25,El Salvial
538,Puerto Carreno,CO,86.0,overcast clouds,6.189,-67.4859,Casa Hotel Victoria
541,Soe,ID,79.92,broken clouds,-9.8607,124.284,Dena Hotel
542,Cap Malheureux,MU,79.47,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
550,Samarai,PG,84.88,overcast clouds,-10.6167,150.6667,Nuli Sapi
552,Sur,OM,70.57,clear sky,22.5667,59.5289,Sur Plaza Hotel
557,Vredendal,ZA,72.95,scattered clouds,-31.6683,18.5012,Tharrakamma Guest House
559,Hambantota,LK,68.34,scattered clouds,6.1241,81.1185,Bungalow 63
560,Boa Viagem,BR,77.18,overcast clouds,-5.1275,-39.7322,Inn and Steakhouse Aconchego
561,Natitingou,BJ,70.03,clear sky,10.3042,1.3796,Auberge Centrale
562,Holalkere,IN,65.98,few clouds,14.0333,76.1833,Hotel Sneha Comforts
563,Tsiroanomandidy,MG,67.24,overcast clouds,-18.7667,46.0333,Hotel Ravinala
566,El Estor,GT,68.99,overcast clouds,15.5333,-89.35,Chalet Castillo
567,Balangiga,PH,81.86,overcast clouds,11.1097,125.3875,Country Inn Bed and Breakfast
568,Nanakuli,US,84.15,overcast clouds,21.3906,-158.1547,Camp Pālehua
569,Port-Gentil,GA,78.89,few clouds,-0.7193,8.7815,Fengshui Residence
571,Gorontalo,ID,86.88,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
575,Am Timan,TD,68.99,overcast clouds,11.0297,20.2827,Palais du chef Canton Salamt
577,Alta Floresta,BR,72.03,broken clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
583,Poum,NC,79.5,light rain,-20.2333,164.0167,
584,Boende,CD,70.56,overcast clouds,-0.2167,20.8667,
588,Sabang,ID,81.97,broken clouds,5.8933,95.3214,Hotel Citra
591,Bumba,CD,68.92,overcast clouds,2.1833,22.4667,Père Carlos
592,Orocue,CO,82.8,broken clouds,4.7912,-71.3354,Hotel Brisas de San Miguel
594,Alyangula,AU,85.87,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
596,Cururupu,BR,74.8,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
597,Bang Saphan,TH,76.95,scattered clouds,11.2126,99.5117,Ladawan Boutique Hotel
604,Pontes E Lacerda,BR,73.29,few clouds,-15.2261,-59.3353,Hotel Bressan
610,Pyapon,MM,76.96,overcast clouds,16.2833,95.6833,Aung Naing Thu Motel
616,Gizo,SB,86.2,overcast clouds,-8.103,156.8419,Imagination Island
618,Port Moresby,PG,85.42,haze,-9.4431,147.1797,Lamana Hotel (Port Moresby)
619,Muscat,OM,74.25,clear sky,23.6139,58.5922,Mutrah Hotel
620,Sao Joao Da Barra,BR,77.04,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
622,Todos Santos,MX,65.66,clear sky,23.45,-110.2167,Hotel California Todos Santos
623,Launceston,AU,75.61,clear sky,-41.45,147.1667,Hotel Grand Chancellor Launceston
629,Puerto Quijarro,BO,72.84,broken clouds,-17.7833,-57.7667,Hotel palance
631,Kathu,TH,84.61,broken clouds,7.9178,98.3332,Novotel Phuket Resort
634,Batemans Bay,AU,71.2,broken clouds,-35.7167,150.1833,Batemans Bay Marina Resort
636,Antsohihy,MG,71.06,overcast clouds,-14.8796,47.9875,Hotel de Ville
637,Nabire,ID,85.53,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
641,Tarakan,ID,76.5,moderate rain,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
643,Abakaliki,NG,73.96,few clouds,6.3163,8.1169,Grande Vitesse Apartments and Hotels
645,Daru,PG,88.68,broken clouds,-9.0763,143.2092,Daru Lodge
649,Itapuranga,BR,70.92,overcast clouds,-15.5622,-49.9486,Terraço Hotel
650,Mabaruma,GY,74.23,broken clouds,8.2,-59.7833,Monty Brooms Guest House
652,Toamasina,MG,82.4,broken clouds,-18.1667,49.3833,Hotel H1
653,Quatre Cocos,MU,79.09,overcast clouds,-20.2078,57.7625,Sunrise Attitude Hotel
655,Domoni,KM,79.18,overcast clouds,-12.2569,44.5319,Al Djadid
656,Takoradi,GH,79.39,light rain,4.8845,-1.7554,Raybow International Hotel
657,Bambanglipuro,ID,69.6,scattered clouds,-7.95,110.2833,Puri Brata
664,Isiro,CD,65.08,overcast clouds,2.7739,27.616,Guest House Hewa Bora
668,Poya,NC,86.05,overcast clouds,-21.35,165.15,
670,Itarema,BR,78.21,clear sky,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
671,Passi,PH,81.1,overcast clouds,11.15,122.65,Garden Pavillion
673,San Ignacio,BZ,68.14,overcast clouds,17.1561,-89.0714,Rainforest Haven Inn
678,Tapiramuta,BR,65.37,overcast clouds,-11.8472,-40.7914,Casa Alencar
680,Richards Bay,ZA,71.82,broken clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
683,Noumea,NC,89.58,light rain,-22.2763,166.4572,Hôtel Le Lagon
684,San Carlos,VE,79.21,overcast clouds,9.6612,-68.5827,Hotel Paternopoli
690,Yurimaguas,PE,80.26,light rain,-5.9,-76.0833,Rio Huallaga Hotel & Business Center
